State,State Code,Insurance Company
Massachusetts,MA,UHIS
Massachusetts,MA,UMR
Massachusetts,MA,UMWA Health & Retirement Funds
Massachusetts,MA,Unicare
Massachusetts,MA,United
Massachusetts,MA,United Healthcare
Massachusetts,MA,United Healthcare  Commercial and Medicare
Massachusetts,MA,United Healthcare All Savers
Massachusetts,MA,United Healthcare Medicaid
Massachusetts,MA,United Healthcare Shared Services
Massachusetts,MA,United Student Resources
Massachusetts,MA,UnitedHealthcare Community Plan
Massachusetts,MA,UPMC
Massachusetts,MA,US Family Health Plan
Massachusetts,MA,USA MANAGED CARE ORGANIZATIONS
Massachusetts,MA,Valenz
Massachusetts,MA,Valenz f.k.a United Claim Solutions (PPO Network)
Massachusetts,MA,WebTPA
Massachusetts,MA,Wellcare
Massachusetts,MA,WellFirst Health
Massachusetts,MA,WellMed
Massachusetts,MA,World Trade Center
Massachusetts,MA,Zelis
Massachusetts,MA,ZENITH ADMIN
Missouri,MO,A&S Financial
Missouri,MO,Aetna
Missouri,MO,Aetna Atlantic Health
Missouri,MO,Aetna National
Missouri,MO,Affinity
Missouri,MO,All Savers Health Plans
Missouri,MO,Allegiance
Missouri,MO,Alliant Health
Missouri,MO,Allied Health Benefits
Missouri,MO,AllWays Health Partners
Missouri,MO,Allwell Home State Health Plan
Missouri,MO,Alternative Insurance Resources
Missouri,MO,Ambetter 
Missouri,MO,AmeriBen
Missouri,MO,America's Choice Provider Network
Missouri,MO,American Health Advantage of Missouri
Missouri,MO,American Healthcare Alliance
Missouri,MO,American PPO
Missouri,MO,"Americo, Medicare Supplement"
Missouri,MO,AmeriGroup
Missouri,MO,AmeriHealth
Missouri,MO,Ametros
Missouri,MO,Anthem BCBCS
Missouri,MO,Anthem BCBS
Missouri,MO,Anthem BCBS MO
Missouri,MO,Anthem Blue Cross Blue Shield
Missouri,MO,Anthem Medicaid
Missouri,MO,Arcbest Corporation
Missouri,MO,ASURIS
Missouri,MO,Atrio Health Plans
Missouri,MO,Badger Care
Missouri,MO,BCBS Kansas City
Missouri,MO,BCE Emergis
Missouri,MO,Beacon Health
Missouri,MO,Beech Street
Missouri,MO,Benefit Assistance Corp
Missouri,MO,Benefits Management Services
Missouri,MO,Blue Benefit Administrators
Missouri,MO,Blue Cross and Blue Shield of Kansas City
Missouri,MO,Blue Cross Blue Shield
Missouri,MO,Blue Cross Blue Shield of Missouri - Anthem Blue Cross Blue Shield
Missouri,MO,Bluegrass Family Health
Missouri,MO,BMI Benefits LLC
Missouri,MO,Boulder Admin
Missouri,MO,Buckeye Community Health Plan
Missouri,MO,CareFirst BCBS
Missouri,MO,Careington International
Missouri,MO,Caresource
Missouri,MO,CAREVALENT GILSBAR
Missouri,MO,Carolina Complete Health Network
Missouri,MO,Cedar Valley Community Healthcare
Missouri,MO,Cedar Valley Hospice - Transportation
Missouri,MO,Centene 
Missouri,MO,Century Health Solutions
Missouri,MO,Cerner Health Plan
Missouri,MO,Cerner HealthPlan
Missouri,MO,CHAMP VA
Missouri,MO,CHN Solutions
Missouri,MO,Choice Care Network
Missouri,MO,Cigna
Missouri,MO,ClearPrice Networks
Missouri,MO,CMN Inc. Global
Missouri,MO,Coastal Care Services
Missouri,MO,Cofinity Health Benefits
Missouri,MO,Common Ground Health Care
Missouri,MO,Commonwealth Care Alliance
Missouri,MO,Community Care
Missouri,MO,Community Health Options
Missouri,MO,Compass Rose Health Plan
Missouri,MO,CompDME
Missouri,MO,Connecticare
Missouri,MO,CONSOCIATE CARE
Missouri,MO,Consociate Health
Missouri,MO,Continental Benefits
Missouri,MO,Cook County Health Plan
Missouri,MO,CoreSource
Missouri,MO,Coventry Health Care
Missouri,MO,CuraeChoice
Missouri,MO,DBL Services
Missouri,MO,Delta Health Systems
Missouri,MO,Deseret Mutual Benefit Administrators
Missouri,MO,Eagle Health Plan
Missouri,MO,EBMS
Missouri,MO,EBPA
Missouri,MO,Emblem Health
Missouri,MO,Employers Health Network
Missouri,MO,Essence Healthcare
Missouri,MO,Exceedent
Missouri,MO,Exclusive Choice/SSM Managed Care
Missouri,MO,"Express Scripts, Inc."
Missouri,MO,Fidelis Care
Missouri,MO,First Choice Health
Missouri,MO,Freedom Network
Missouri,MO,Friday Health Plan
Missouri,MO,Galaxy Health Network
Missouri,MO,Gateway Health
Missouri,MO,GEHA
Missouri,MO,Geisinger
Missouri,MO,Gilsbar
Missouri,MO,global excel management 
Missouri,MO,group health benefits
Missouri,MO,Group Health Eau Claire
Missouri,MO,Harbor Health Plan
Missouri,MO,Harvard Pilgrim
Missouri,MO,Health Care Partners
Missouri,MO,health eos
Missouri,MO,Health EZ
Missouri,MO,Health Net
Missouri,MO,Health New England
Missouri,MO,Health Options
Missouri,MO,Health Partners
Missouri,MO,Health Payment Systems
Missouri,MO,Health Plan Services
Missouri,MO,Health Plans Inc
Missouri,MO,Health Scope
Missouri,MO,Health Smart
Missouri,MO,HealthComp
Missouri,MO,Healthcomp TPA
Missouri,MO,Healthgram
Missouri,MO,HealthLink
Missouri,MO,HealthSmart
Missouri,MO,"HealthSmart Preferred Care II, LP"
Missouri,MO,HealthSpring
Missouri,MO,Healthy Blue
Missouri,MO,HFN
Missouri,MO,highlands
Missouri,MO,HMCC
Missouri,MO,Home State Health
Missouri,MO,Home State Health Plan (Centene)
Missouri,MO,"Home State Health Plan, Inc."
Missouri,MO,Homelink
Missouri,MO,Hudson Health Plan
Missouri,MO,Humana
Missouri,MO,Imagine 384
Missouri,MO,"immergrun, inc."
Missouri,MO,Independence BCBS
Missouri,MO,Independent Health
Missouri,MO,Independent Medical Systems
Missouri,MO,indequest
Missouri,MO,Insurance Management Services
Missouri,MO,Integra
Missouri,MO,INTotal Health
Missouri,MO,Iowa Total Care
Missouri,MO,IPMG
Missouri,MO,J.P. Farley Corporation
Missouri,MO,Kansas State Plan
Missouri,MO,KEENAN & ASSOC
Missouri,MO,Key Benefit Administrators
Missouri,MO,Keystone First
Missouri,MO,lakes area community healthplan
Missouri,MO,Lucent Health
Missouri,MO,Luminare
Missouri,MO,Magellan
Missouri,MO,Magnacare
Missouri,MO,Mail Handlers
Missouri,MO,"Managed Care, Inc dba Galaxy Health Network"
Missouri,MO,Martin's Point
Missouri,MO,maxor provider network
Missouri,MO,mcm maxcare ppo
Missouri,MO,Medcorp Southwest Inc
Missouri,MO,MedCost
Missouri,MO,Medi-Share
Missouri,MO,Medica
Missouri,MO,Medicaid
Missouri,MO,"Medical Cost Containment Professionals, LLC (MCCP)"
Missouri,MO,medical resource
Missouri,MO,Medical Services Management
Missouri,MO,Medicare
Missouri,MO,Mercy Health Plan
Missouri,MO,Meridian Health Plan
Missouri,MO,Meritain Health
Missouri,MO,Methodist First Choice
Missouri,MO,MetroPlus
Missouri,MO,Midlands Choice
Missouri,MO,Midwest Health
Missouri,MO,MissionPoint
Missouri,MO,Missouri Blue
Missouri,MO,Moda Health
Missouri,MO,Molina
Missouri,MO,Mountain Health CO-OP
Missouri,MO,Multiplan-PHCS
Missouri,MO,Mutual Assurance Administrators
Missouri,MO,National Association of Letter Carriers
Missouri,MO,National Elevator Industry Health Benefits
Missouri,MO,NYSHIP
Missouri,MO,One Homecare Solutions
Missouri,MO,Onecall
Missouri,MO,Optum
Missouri,MO,Oscar
Missouri,MO,Other
Missouri,MO,OWCA
Missouri,MO,Oxford Health Plans
Missouri,MO,Pacific Source Health Plans
Missouri,MO,Paradigm
Missouri,MO,Performance Health
Missouri,MO,Piedmont Healthcare
Missouri,MO,Pinnacle Assurance
Missouri,MO,Porter County Government Employee Benefits
Missouri,MO,PPO Plus
Missouri,MO,Prairie States
Missouri,MO,Preferred Health Plan
Missouri,MO,Preferred Health Professionals
Missouri,MO,Preferred Medical Network
Missouri,MO,Preferred One
Missouri,MO,Presbyterian Health Plan 
Missouri,MO,Priority Health
Missouri,MO,PROVIDENCE HEALTH
Missouri,MO,Provider Network of America
Missouri,MO,QualChoice
Missouri,MO,Quartz
Missouri,MO,Reserve National Insurance Company
Missouri,MO,ResourceOne Administrators
Missouri,MO,S & S Health
Missouri,MO,Samaritan
Missouri,MO,Sana Benefits
Missouri,MO,Sanford Health Plan
Missouri,MO,Scott & White Health Plan
Missouri,MO,Sedgwick
Missouri,MO,Select Administrative Services
Missouri,MO,Self Insured Services Company
Missouri,MO,Sentara Health Plans
Missouri,MO,Sentry Insurance
Missouri,MO,SIHO
Missouri,MO,SIX DEGREES HEALTH
Missouri,MO,SmartHealth
Missouri,MO,SMS National
Missouri,MO,Sound Health and Wellness
Missouri,MO,South Central Preferred
Missouri,MO,Starmark
Missouri,MO,The American Worker (f.k.a Century Healthcare)
Missouri,MO,The Empire Plan
Missouri,MO,The Health Plan
Missouri,MO,Tricare
Missouri,MO,TriCare – East Region
Missouri,MO,Tricare East
Missouri,MO,Tricare Overseas
Missouri,MO,Tricare West
Missouri,MO,Trilogy
Missouri,MO,TRPN
Missouri,MO,Trustmark
Missouri,MO,Tufts Health Plan
Missouri,MO,Ucare
Missouri,MO,UHC ALL SAVERS
Missouri,MO,UHC SHARED SERVICES
Missouri,MO,UHC STUDENT RESOURCES
Missouri,MO,UHC SUREST
Missouri,MO,UHIS
Missouri,MO,UMR
Missouri,MO,UMWA Health & Retirement Funds
Missouri,MO,Unicare
Missouri,MO,United
Missouri,MO,United Healthcare
Missouri,MO,United Healthcare  Commercial and Medicare
Missouri,MO,United Healthcare All Savers
Missouri,MO,United Healthcare Medicaid
Missouri,MO,United Healthcare Shared Services
Missouri,MO,United Healthcare StudentResources
Missouri,MO,United Student Resources
Missouri,MO,UnitedHealthcare Community Plan
Missouri,MO,UPMC
Missouri,MO,US Family Health Plan
Missouri,MO,USA MANAGED CARE ORGANIZATIONS
Missouri,MO,Valenz f.k.a United Claim Solutions (PPO Network)
Missouri,MO,WebTPA
Missouri,MO,Wellcare
Missouri,MO,WellFirst Health
Missouri,MO,WellMed
Missouri,MO,World Trade Center
Missouri,MO,Zelis
Missouri,MO,ZENITH ADMIN
New Jersey,NJ,A&S Financial
New Jersey,NJ,Access Health Services - TPA
New Jersey,NJ,Aetna
New Jersey,NJ,Aetna Atlantic Health
New Jersey,NJ,Aetna Better Health of New Jersey
New Jersey,NJ,Aetna National
New Jersey,NJ,Affinity
New Jersey,NJ,All Savers Health Plans
New Jersey,NJ,Allegiance
New Jersey,NJ,Alliant Health
New Jersey,NJ,Allied Health Benefits
New Jersey,NJ,AllWays Health Partners
New Jersey,NJ,Alternative Insurance Resources
New Jersey,NJ,Ambetter 
New Jersey,NJ,AmBetter Commercial
New Jersey,NJ,AmeriBen
New Jersey,NJ,America's Choice Provider Network
New Jersey,NJ,American Healthcare Alliance
New Jersey,NJ,American PPO
New Jersey,NJ,AmeriChoice
New Jersey,NJ,AmeriGroup
New Jersey,NJ,Amerigroup- Wellpoint
New Jersey,NJ,AmeriHealth
New Jersey,NJ,Ametros
New Jersey,NJ,Ancillary Care Services
New Jersey,NJ,Anthem BCBCS
New Jersey,NJ,Anthem BCBS
New Jersey,NJ,Anthem Blue Cross Blue Shield
New Jersey,NJ,Anthem Medicaid
New Jersey,NJ,Arcbest Corporation
New Jersey,NJ,ASURIS
New Jersey,NJ,Atrio Health Plans
New Jersey,NJ,Badger Care
New Jersey,NJ,BCE Emergis
New Jersey,NJ,Beacon Health
New Jersey,NJ,Beech Street
New Jersey,NJ,Benecard PBF
New Jersey,NJ,Benefit Assistance Corp
New Jersey,NJ,Blue Benefit Administrators
New Jersey,NJ,Blue Cross Blue Shield
New Jersey,NJ,Blue Cross Blue Shield of New Jersey (CareCentrix)
New Jersey,NJ,Bluegrass Family Health
New Jersey,NJ,BMI Benefits LLC
New Jersey,NJ,Boulder Admin
New Jersey,NJ,Buckeye Community Health Plan
New Jersey,NJ,Care Improvement Plus
New Jersey,NJ,CareFirst BCBS
New Jersey,NJ,Careington International
New Jersey,NJ,Caresource
New Jersey,NJ,CAREVALENT GILSBAR
New Jersey,NJ,Cedar Valley Community Healthcare
New Jersey,NJ,Cedar Valley Hospice - Transportation
New Jersey,NJ,Century Health Solutions
New Jersey,NJ,Cerner Health Plan
New Jersey,NJ,CHAMP VA
New Jersey,NJ,CHN Solutions
New Jersey,NJ,Choice Care Network
New Jersey,NJ,Cigna
New Jersey,NJ,Cigna Medicare of NJ (Mid Atlantic Region) - Medicare Plans Only
New Jersey,NJ,ClearPrice Networks
New Jersey,NJ,Clover Health
New Jersey,NJ,CMN Inc. Global
New Jersey,NJ,Coastal Care Services
New Jersey,NJ,Cofinity Health Benefits
New Jersey,NJ,Common Ground Health Care
New Jersey,NJ,Commonwealth Care Alliance
New Jersey,NJ,Community Care
New Jersey,NJ,Community Health Options
New Jersey,NJ,Compass Rose Health Plan
New Jersey,NJ,CompDME
New Jersey,NJ,Connecticare
New Jersey,NJ,CONSOCIATE CARE
New Jersey,NJ,Consumer Health Network
New Jersey,NJ,Continental Benefits
New Jersey,NJ,Cook County Health Plan
New Jersey,NJ,CoreSource
New Jersey,NJ,Coventry Health Care
New Jersey,NJ,CuraeChoice
New Jersey,NJ,Delta Health Systems
New Jersey,NJ,Deseret Mutual Benefit Administrators
New Jersey,NJ,Devon Health Services
New Jersey,NJ,Eagle Health Plan
New Jersey,NJ,EBMS
New Jersey,NJ,EBPA
New Jersey,NJ,Emblem Health
New Jersey,NJ,Employers Health Network
New Jersey,NJ,Exceedent
New Jersey,NJ,Fidelis Care
New Jersey,NJ,First Choice Health
New Jersey,NJ,First MCO New Jersey
New Jersey,NJ,Friday Health Plan
New Jersey,NJ,Galaxy Health Network
New Jersey,NJ,Gateway Health
New Jersey,NJ,GEHA
New Jersey,NJ,Geisinger
New Jersey,NJ,Gilsbar
New Jersey,NJ,global excel management 
New Jersey,NJ,group health benefits
New Jersey,NJ,Group Health Eau Claire
New Jersey,NJ,Harbor Health Plan
New Jersey,NJ,Harvard Pilgrim
New Jersey,NJ,Health Care Partners
New Jersey,NJ,health eos
New Jersey,NJ,Health EZ
New Jersey,NJ,Health First
New Jersey,NJ,Health Network America
New Jersey,NJ,Health New England
New Jersey,NJ,Health Options
New Jersey,NJ,Health Partners
New Jersey,NJ,Health Payment Systems
New Jersey,NJ,Health Plan Services
New Jersey,NJ,Health Plans Inc
New Jersey,NJ,Health Scope
New Jersey,NJ,Health Smart
New Jersey,NJ,HealthComp
New Jersey,NJ,Healthcomp TPA
New Jersey,NJ,Healthfirst
New Jersey,NJ,Healthgram
New Jersey,NJ,HealthLink
New Jersey,NJ,HealthSmart
New Jersey,NJ,"HealthSmart Preferred Care II, LP"
New Jersey,NJ,HFN
New Jersey,NJ,highlands
New Jersey,NJ,Highmark BlueCross BlueShield
New Jersey,NJ,Homelink
New Jersey,NJ,Horizon BCBS
New Jersey,NJ,Horizon Bluecross Blueshield
New Jersey,NJ,Horizon NJ Health
New Jersey,NJ,Hudson Health Plan
New Jersey,NJ,Humana
New Jersey,NJ,Imagine 389
New Jersey,NJ,"immergrun, inc."
New Jersey,NJ,Independence BCBS
New Jersey,NJ,Independence Bluecross
New Jersey,NJ,Independent Health
New Jersey,NJ,Independent Medical Systems
New Jersey,NJ,indequest
New Jersey,NJ,INS ADMIN AMERC
New Jersey,NJ,Insurance Administrators of America
New Jersey,NJ,Insurance Management Services
New Jersey,NJ,Integra
New Jersey,NJ,INTotal Health
New Jersey,NJ,IPMG
New Jersey,NJ,J.P. Farley Corporation
New Jersey,NJ,Key Benefit Administrators
New Jersey,NJ,Keystone First
New Jersey,NJ,lakes area community healthplan
New Jersey,NJ,Lasso Healthcare
New Jersey,NJ,Longevity Health Plan
New Jersey,NJ,Lucent Health
New Jersey,NJ,Magellan
New Jersey,NJ,Magnacare
New Jersey,NJ,Mail Handlers
New Jersey,NJ,"Managed Benefit Plans, Inc."
New Jersey,NJ,"Managed Care, Inc dba Galaxy Health Network"
New Jersey,NJ,Martin's Point
New Jersey,NJ,maxor provider network
New Jersey,NJ,mcm maxcare ppo
New Jersey,NJ,Medcorp Southwest Inc
New Jersey,NJ,MedCost
New Jersey,NJ,Medi-Share
New Jersey,NJ,Medica
New Jersey,NJ,Medicaid
New Jersey,NJ,Medicaid of New Jersey
New Jersey,NJ,"Medical Cost Containment Professionals, LLC (MCCP)"
New Jersey,NJ,medical resource
New Jersey,NJ,Medicare
New Jersey,NJ,Meridian Health Plan
New Jersey,NJ,Meritain Health
New Jersey,NJ,Methodist First Choice
New Jersey,NJ,MetroPlus
New Jersey,NJ,Midlands Choice
New Jersey,NJ,Midwest Health
New Jersey,NJ,MissionPoint
New Jersey,NJ,Moda Health
New Jersey,NJ,Molina
New Jersey,NJ,Mountain Health CO-OP
New Jersey,NJ,MSH International
New Jersey,NJ,Multiplan-PHCS
New Jersey,NJ,Mutual Assurance Administrators
New Jersey,NJ,National Association of Letter Carriers
New Jersey,NJ,National Elevator Industry Health Benefits
New Jersey,NJ,National Provider Network
New Jersey,NJ,New Jersey Blue Cross Blue Shield - CareCentrix
New Jersey,NJ,Newark Insurance
New Jersey,NJ,Northwell Direct
New Jersey,NJ,NYSHIP
New Jersey,NJ,One Homecare Solutions
New Jersey,NJ,Onecall
New Jersey,NJ,Optum
New Jersey,NJ,Other
New Jersey,NJ,OWCA
New Jersey,NJ,Oxford Health Plans
New Jersey,NJ,Pacific Source Health Plans
New Jersey,NJ,Paradigm
New Jersey,NJ,Performance Health
New Jersey,NJ,Piedmont Healthcare
New Jersey,NJ,Pinnacle Assurance
New Jersey,NJ,Plymouth Rock
New Jersey,NJ,Porter County Government Employee Benefits
New Jersey,NJ,PPO Plus
New Jersey,NJ,Prairie States
New Jersey,NJ,Preferred Health Professionals
New Jersey,NJ,Preferred Medical Network
New Jersey,NJ,Preferred One
New Jersey,NJ,Presbyterian Health Plan 
New Jersey,NJ,Priority Health
New Jersey,NJ,PROVIDENCE HEALTH
New Jersey,NJ,Provider Network of America
New Jersey,NJ,QualCare
New Jersey,NJ,QualChoice
New Jersey,NJ,Quartz
New Jersey,NJ,Reserve National Insurance Company
New Jersey,NJ,ResourceOne Administrators
New Jersey,NJ,S & S Health
New Jersey,NJ,Samaritan
New Jersey,NJ,Sana Benefits
New Jersey,NJ,Sanford Health Plan
New Jersey,NJ,Scott & White Health Plan
New Jersey,NJ,Sedgwick
New Jersey,NJ,Select Administrative Services
New Jersey,NJ,Self Insured Services Company
New Jersey,NJ,Sentara Health Plans
New Jersey,NJ,Sentry Insurance
New Jersey,NJ,SIHO
New Jersey,NJ,SIX DEGREES HEALTH
New Jersey,NJ,SmartHealth
New Jersey,NJ,SMS National
New Jersey,NJ,Sound Health and Wellness
New Jersey,NJ,South Central Preferred
New Jersey,NJ,South Jersey PPO
New Jersey,NJ,Starmark
New Jersey,NJ,The American Worker
New Jersey,NJ,The American Worker (f.k.a Century Healthcare)
New Jersey,NJ,The Empire Plan
New Jersey,NJ,The Health Plan
New Jersey,NJ,Tricare
New Jersey,NJ,TriCare – East Region
New Jersey,NJ,Tricare East
New Jersey,NJ,Tricare Overseas
New Jersey,NJ,Trilogy
New Jersey,NJ,TRPN
New Jersey,NJ,Trustmark
New Jersey,NJ,Tufts Health Plan
New Jersey,NJ,Ucare
New Jersey,NJ,UHC ALL SAVERS
New Jersey,NJ,UHC SHARED SERVICES
New Jersey,NJ,UHC STUDENT RESOURCES
New Jersey,NJ,UHC SUREST
New Jersey,NJ,UHIS
New Jersey,NJ,UMR
New Jersey,NJ,UMWA Health & Retirement Funds
New Jersey,NJ,Unicare
New Jersey,NJ,United
New Jersey,NJ,United Healthcare
New Jersey,NJ,United Healthcare  Commercial and Medicare
New Jersey,NJ,United Healthcare All Savers
New Jersey,NJ,United Healthcare Medicaid
New Jersey,NJ,United Healthcare Shared Services
New Jersey,NJ,United Healthcare StudentResources
New Jersey,NJ,United Student Resources
New Jersey,NJ,UnitedHealthcare Community Plan
New Jersey,NJ,UPMC
New Jersey,NJ,USA MANAGED CARE ORGANIZATIONS
New Jersey,NJ,Valenz
New Jersey,NJ,Valenz f.k.a United Claim Solutions (PPO Network)
New Jersey,NJ,WebTPA
New Jersey,NJ,Wellcare
New Jersey,NJ,WellFirst Health
New Jersey,NJ,WellMed
New Jersey,NJ,Wellpoint
New Jersey,NJ,World Trade Center
New Jersey,NJ,Zelis
New Jersey,NJ,ZENITH ADMIN
New York,NY,1199 SEIU Benefit
New York,NY,A&S Financial
New York,NY,Access Health Services - TPA
New York,NY,Aetna
New York,NY,Aetna Atlantic Health
New York,NY,Aetna National
New York,NY,Affinity
New York,NY,Agelity Pharmacy Services
New York,NY,Agewell
New York,NY,All Savers Health Plans
New York,NY,Allegiance
New York,NY,Alliant Health
New York,NY,Allied Health Benefits
New York,NY,AllWays Health Partners
New York,NY,Alternative Insurance Resources
New York,NY,Amalgamated Life and Health Alicare
New York,NY,Ambetter 
New York,NY,AmeriBen
New York,NY,America's Choice Provider Network
New York,NY,American Cancer Society
New York,NY,American Healthcare Alliance
New York,NY,American PPO
New York,NY,AmeriGroup
New York,NY,AmeriHealth
New York,NY,Ametros
New York,NY,Amidacare
New York,NY,Ancillary Care Services
New York,NY,Anthem BCBCS
New York,NY,Anthem BCBS
New York,NY,Anthem BCBS of New York
New York,NY,Anthem Blue Cross Blue Shield
New York,NY,Anthem Empire BCBS
New York,NY,Anthem Medicaid
New York,NY,APA Partners
New York,NY,Arcbest Corporation
New York,NY,ArchCare
New York,NY,ASURIS
New York,NY,Atlantis Health Plan
New York,NY,Atrio Health Plans
New York,NY,Badger Care
New York,NY,BCE Emergis
New York,NY,Beacon Health
New York,NY,Beech Street
New York,NY,Benefit Assistance Corp
New York,NY,Blue Benefit Administrators
New York,NY,Blue Cross Blue Shield
New York,NY,Blue Cross Blue Shield of New York - Northeastern
New York,NY,Blue Cross Blue Shield of New York - Western
New York,NY,Blue Cross Empire NY
New York,NY,Blue Shield Western New York
New York,NY,BlueCross BlueShield of Western New York
New York,NY,Bluegrass Family Health
New York,NY,BlueShield of Northeastern New York
New York,NY,BMI Benefits LLC
New York,NY,Boulder Admin
New York,NY,Bridgeway Health Solutions
New York,NY,Bright Advantage
New York,NY,Bright Health
New York,NY,Broward Health
New York,NY,Buckeye Community Health Plan
New York,NY,CareConnect
New York,NY,CareFirst BCBS
New York,NY,Careington International
New York,NY,Caresource
New York,NY,CAREVALENT GILSBAR
New York,NY,CDPHP
New York,NY,Cedar Valley Community Healthcare
New York,NY,Cedar Valley Hospice - Transportation
New York,NY,Centene 
New York,NY,Centerlight
New York,NY,Centerlite MLTC
New York,NY,Centers Plan for Healthy Living
New York,NY,Centivo
New York,NY,Century Health Solutions
New York,NY,Cerner Health Plan
New York,NY,CHAMP VA
New York,NY,CHN Solutions
New York,NY,Choice Care Network
New York,NY,Cigna
New York,NY,ClearPrice Networks
New York,NY,CMN Inc. Global
New York,NY,Coastal Care Services
New York,NY,Cofinity Health Benefits
New York,NY,Colonial Penn
New York,NY,Common Ground Health Care
New York,NY,Commonwealth Care Alliance
New York,NY,Community Care
New York,NY,Community Health Options
New York,NY,Compass Rose Health Plan
New York,NY,CompDME
New York,NY,Comprehensive Benefit
New York,NY,Confederated Welfare Fund Local 2 - Medical Benefits
New York,NY,Connecticare
New York,NY,CONSOCIATE CARE
New York,NY,Continental Benefits
New York,NY,Cook County Health Plan
New York,NY,CoreSource
New York,NY,Corporate Care Management
New York,NY,Corvel Corporation
New York,NY,Coventry Health Care
New York,NY,Crystal Run
New York,NY,CuraeChoice
New York,NY,Delta Health Systems
New York,NY,Deseret Mutual Benefit Administrators
New York,NY,District 10 Queens Health Care Facility
New York,NY,Eagle Health Plan
New York,NY,EBMS
New York,NY,EBPA
New York,NY,Eddy SeniorCare PACE
New York,NY,Elderwood Health Plan
New York,NY,Emblem Health
New York,NY,Empire BCBS
New York,NY,Empire BCBS NY - Commercial
New York,NY,EMPIRE HEALTH
New York,NY,Emplem Health
New York,NY,Employers Health Network
New York,NY,EPIC-PART D Insurance Coverage
New York,NY,Ernst Management
New York,NY,Evolutions
New York,NY,Exceedent
New York,NY,Excellus Blue Cross Blue Shield
New York,NY,Excellus BlueCross BlueShield
New York,NY,Extended MLTC
New York,NY,Fidelis Care
New York,NY,First Choice Health
New York,NY,Friday Health Plan
New York,NY,Galaxy Health Network
New York,NY,Gateway Health
New York,NY,Gateway Medical
New York,NY,GEHA
New York,NY,Geisinger
New York,NY,GHI
New York,NY,GHI NY - Commercial
New York,NY,Gilsbar
New York,NY,global excel management 
New York,NY,Globe Life Insurance Co.
New York,NY,"GPP General Prescription Programs, Inc."
New York,NY,group health benefits
New York,NY,Group Health Eau Claire
New York,NY,Hamaspik
New York,NY,Hamaspik NY Medicaid
New York,NY,Harbor Health Plan
New York,NY,Harvard Pilgrim
New York,NY,Health Care Partners
New York,NY,health eos
New York,NY,Health EZ
New York,NY,Health First
New York,NY,Health New England
New York,NY,Health Options
New York,NY,Health Partners
New York,NY,Health Payment Systems
New York,NY,Health Plan Services
New York,NY,Health Plans Inc
New York,NY,Health Scope
New York,NY,Health Smart
New York,NY,HealthComp
New York,NY,Healthcomp TPA
New York,NY,Healthfirst
New York,NY,Healthgram
New York,NY,HealthLink
New York,NY,Healthnow
New York,NY,HealthSmart
New York,NY,"HealthSmart Preferred Care II, LP"
New York,NY,HFN
New York,NY,highlands
New York,NY,Highmark BCBS
New York,NY,Highmark BlueCross BlueShield
New York,NY,HIP Health Plan of New York Pharmacy Services
New York,NY,Home Care Alliance of Virginia (HCAV)
New York,NY,Homelink
New York,NY,Hudson Health Plan
New York,NY,Humana
New York,NY,iCircle Care
New York,NY,Imagine 391
New York,NY,"immergrun, inc."
New York,NY,Independence BCBS
New York,NY,Independent Health
New York,NY,Independent Health Association
New York,NY,Independent Health NY - Commercial
New York,NY,Independent Medical Systems
New York,NY,indequest
New York,NY,Insurance Management Services
New York,NY,Integra
New York,NY,International Benefits Administrators
New York,NY,INTotal Health
New York,NY,IPMG
New York,NY,Island Group Administrators
New York,NY,J.P. Farley Corporation
New York,NY,Kalos Health
New York,NY,Key Benefit Administrators
New York,NY,Keystone First
New York,NY,lakes area community healthplan
New York,NY,Lasso Healthcare
New York,NY,Lifetime
New York,NY,"Local 1 Bricklayers Union, Bricklayers Fringe Benefits Fund Office"
New York,NY,Local 1298 Pharmacy Exception
New York,NY,Local 15 Welfare Fund of the IUOE
New York,NY,Local 272 Welfare Fund
New York,NY,Local 804 Trust Fund
New York,NY,Longevity Health Plan
New York,NY,Lucent Health
New York,NY,Magellan
New York,NY,Magnacare
New York,NY,Mail Handlers
New York,NY,"Managed Care, Inc dba Galaxy Health Network"
New York,NY,Martin's Point
New York,NY,maxor provider network
New York,NY,mcm maxcare ppo
New York,NY,Medcorp Southwest Inc
New York,NY,MedCost
New York,NY,Medi-Share
New York,NY,Medica
New York,NY,Medicaid
New York,NY,"Medical Cost Containment Professionals, LLC (MCCP)"
New York,NY,medical resource
New York,NY,Medicare
New York,NY,MediGold
New York,NY,Meridian Health Plan
New York,NY,Meritain Health
New York,NY,Methodist First Choice
New York,NY,MetroPlus
New York,NY,MetroPlus Health
New York,NY,Metropolitan Auto No-Fault
New York,NY,Midlands Choice
New York,NY,Midwest Health
New York,NY,MissionPoint
New York,NY,Moda Health
New York,NY,Molina
New York,NY,Montefiore CMO
New York,NY,Montifiore Diamond Plan
New York,NY,Mountain Health CO-OP
New York,NY,Multiplan-PHCS
New York,NY,Mutual Assurance Administrators
New York,NY,MVP Health Care
New York,NY,MVP Healthcare
New York,NY,Nascentia Health Options
New York,NY,National Association of Letter Carriers
New York,NY,National Elevator Industry Health Benefits
New York,NY,National Health Administrators
New York,NY,National Preferred Provider Network
New York,NY,"Network Adjusters, Workers Compensation"
New York,NY,New York Central Mutual
New York,NY,NewGen Healthcare
New York,NY,NF Prizm Insurance
