State,State Code,Insurance Company
Florida,FL,lakes area community healthplan
Florida,FL,Lasso Healthcare
Florida,FL,Liberty Bankers Life
Florida,FL,Longevity Health Plan
Florida,FL,Lucent Health
Florida,FL,Lumico Medicare Supplement
Florida,FL,Luminare
Florida,FL,Magellan
Florida,FL,Magnacare
Florida,FL,Mail Handlers
Florida,FL,Managed Care Services
Florida,FL,"Managed Care, Inc dba Galaxy Health Network"
Florida,FL,Martin's Point
Florida,FL,maxor provider network
Florida,FL,Mayo Clinic Health Solutions
Florida,FL,mcm maxcare ppo
Florida,FL,Med 3000
Florida,FL,Medcom/FHA
Florida,FL,Medcorp Southwest Inc
Florida,FL,MedCost
Florida,FL,Medi-Share
Florida,FL,Medica
Florida,FL,Medicaid
Florida,FL,"Medical Cost Containment Professionals, LLC (MCCP)"
Florida,FL,Medical Partners of America
Florida,FL,medical resource
Florida,FL,Medicare
Florida,FL,MediNcrease
Florida,FL,Medipass
Florida,FL,MedWatch
Florida,FL,Mercury
Florida,FL,Meridian Health Plan
Florida,FL,Meritain Health
Florida,FL,Methodist First Choice
Florida,FL,MetroPlus
Florida,FL,Midlands Choice
Florida,FL,Midwest Health
Florida,FL,MissionPoint
Florida,FL,Moda Health
Florida,FL,Molina
Florida,FL,Mountain Health CO-OP
Florida,FL,MSC
Florida,FL,Multiplan-PHCS
Florida,FL,Mutual Assurance Administrators
Florida,FL,National Association of Letter Carriers
Florida,FL,National Elevator Industry Health Benefits
Florida,FL,"NetCard Systems a division of WellDyne, Inc."
Florida,FL,NYSHIP
Florida,FL,One Homecare Solutions
Florida,FL,Onecall
Florida,FL,Optimum Healthcare Inc.
Florida,FL,Optum
Florida,FL,Oscar
Florida,FL,Oscar FL-Commercial
Florida,FL,Other
Florida,FL,OWCA
Florida,FL,Oxford Health Plans
Florida,FL,Pacific Source Health Plans
Florida,FL,Paradigm
Florida,FL,Ped-I-Care
Florida,FL,Performance Health
Florida,FL,Pharmacy Coupons Client
Florida,FL,Piedmont Healthcare
Florida,FL,Pinnacle Assurance
Florida,FL,PMSI-TMESYS Workers Comp Claims
Florida,FL,Porter County Government Employee Benefits
Florida,FL,PPO Plus
Florida,FL,Prairie States
Florida,FL,Preferred Health Professionals
Florida,FL,Preferred Medical
Florida,FL,Preferred Medical Network
Florida,FL,Preferred One
Florida,FL,Presbyterian Health Plan 
Florida,FL,Prestige
Florida,FL,Priority Health
Florida,FL,Prominence Health Plan
Florida,FL,PROVIDENCE HEALTH
Florida,FL,Provider Network of America
Florida,FL,QualChoice
Florida,FL,Quartz
Florida,FL,Reserve National Insurance Company
Florida,FL,ResourceOne Administrators
Florida,FL,Retrospect
Florida,FL,S & S Health
Florida,FL,Samaritan
Florida,FL,Sana Benefits
Florida,FL,Sanford Health Plan
Florida,FL,Scott & White Health Plan
Florida,FL,Sedgwick
Florida,FL,Select Administrative Services
Florida,FL,Self Insured Services Company
Florida,FL,Sentara Health Plans
Florida,FL,Sentry Insurance
Florida,FL,SIHO
Florida,FL,Simply Healthcare
Florida,FL,SIX DEGREES HEALTH
Florida,FL,SmartHealth
Florida,FL,SMS National
Florida,FL,Sound Health and Wellness
Florida,FL,South Central Preferred
Florida,FL,Starmark
Florida,FL,Strategic Health Development
Florida,FL,Sunrise Pace
Florida,FL,Sunshine Health
Florida,FL,Sunshine Health Plan
Florida,FL,Sunshine State Health Plan -
Florida,FL,Sunsine
Florida,FL,The American Worker
Florida,FL,The American Worker (f.k.a Century Healthcare)
Florida,FL,The Empire Plan
Florida,FL,The Health Plan
Florida,FL,Tricare
Florida,FL,TriCare – East Region
Florida,FL,Tricare East
Florida,FL,Tricare Overseas
Florida,FL,Trilogy
Florida,FL,TRPN
Florida,FL,Trustmark
Florida,FL,Tufts Health Plan
Florida,FL,Ucare
Florida,FL,UHC ALL SAVERS
Florida,FL,UHC SHARED SERVICES
Florida,FL,UHC STUDENT RESOURCES
Florida,FL,UHC SUREST
Florida,FL,UHIS
Florida,FL,Ultimate Health Plans
Florida,FL,UMR
Florida,FL,UMWA Health & Retirement Funds
Florida,FL,Unicare
Florida,FL,United
Florida,FL,United Healthcare
Florida,FL,United Healthcare  Commercial and Medicare
Florida,FL,United Healthcare All Savers
Florida,FL,United Healthcare Medicaid
Florida,FL,United Healthcare Shared Services
Florida,FL,United Healthcare StudentResources
Florida,FL,United Student Resources
Florida,FL,UPMC
Florida,FL,US Family Health Plan
Florida,FL,USA MANAGED CARE ORGANIZATIONS
Florida,FL,USAA Life Insurance Company
Florida,FL,VA/FMP
Florida,FL,Valenz
Florida,FL,Valenz f.k.a United Claim Solutions (PPO Network)
Florida,FL,Vivida Health
Florida,FL,Volusia
Florida,FL,WebTPA
Florida,FL,Wellcare
Florida,FL,WellFirst Health
Florida,FL,WellMed
Florida,FL,World Trade Center
Florida,FL,Zelis
Florida,FL,ZENITH ADMIN
Georgia,GA,90 Degree Benefits
Georgia,GA,A&S Financial
Georgia,GA,Access Health Services - TPA
Georgia,GA,Aetna
Georgia,GA,Aetna Atlantic Health
Georgia,GA,Aetna National
Georgia,GA,Affinity
Georgia,GA,All Savers Health Plans
Georgia,GA,All Savers Heath Plans
Georgia,GA,Allegiance
Georgia,GA,Alliant Health
Georgia,GA,Allied Health Benefits
Georgia,GA,Allied Heath Benefits
Georgia,GA,AllWays Health Partners
Georgia,GA,Allwell Peach State Health Plan -
Georgia,GA,"AlphaCare, Medicaid"
Georgia,GA,Alternative Insurance Resources
Georgia,GA,Ambertter
Georgia,GA,Ambertter Commercial
Georgia,GA,Ambetter 
Georgia,GA,AmBetter Commercial
Georgia,GA,AmeriBen
Georgia,GA,America's Choice Provider Network
Georgia,GA,American Health Plans
Georgia,GA,American Healthcare Alliance
Georgia,GA,American PPO
Georgia,GA,AmeriGroup
Georgia,GA,Amerigroup of Georgia
Georgia,GA,Amerigroup- Wellpoint
Georgia,GA,AmeriHealth
Georgia,GA,Ametros
Georgia,GA,Ancillary Care Services
Georgia,GA,Anthem BCBCS
Georgia,GA,Anthem BCBS
Georgia,GA,Anthem BCBS of Georgia
Georgia,GA,Anthem Blue Cross Blue Shield
Georgia,GA,Anthem Medicaid
Georgia,GA,Arcbest Corporation
Georgia,GA,ASURIS
Georgia,GA,Atrio Health Plans
Georgia,GA,Badger Care
Georgia,GA,Bankers Fidelity: Medicare Supplemental Insurance
Georgia,GA,BCE Emergis
Georgia,GA,Beacon Health
Georgia,GA,Beech Street
Georgia,GA,Benefit Assistance Corp
Georgia,GA,Blue Benefit Administrators
Georgia,GA,Blue Cross Blue Shield
Georgia,GA,Blue Cross Clue Shield
Georgia,GA,Bluegrass Family Health
Georgia,GA,BMI Benefits LLC
Georgia,GA,Boulder Admin
Georgia,GA,Buckeye Community Health Plan
Georgia,GA,CareFirst BCBS
Georgia,GA,Careington International
Georgia,GA,Caresource
Georgia,GA,CAREVALENT GILSBAR
Georgia,GA,Cedar Valley Community Healthcare
Georgia,GA,Cedar Valley Hospice - Transportation
Georgia,GA,Centene 
Georgia,GA,Century Health Solutions
Georgia,GA,Cerner Health Plan
Georgia,GA,CHAMP VA
Georgia,GA,CHN Solutions
Georgia,GA,Choice Care Network
Georgia,GA,Cigna
Georgia,GA,Cigna Medicare of  Georgia
Georgia,GA,Clear Spring Health
Georgia,GA,ClearPrice Networks
Georgia,GA,Clover Health
Georgia,GA,CMN Inc. Global
Georgia,GA,Coastal Care Services
Georgia,GA,Cofinity Health Benefits
Georgia,GA,Common Ground Health Care
Georgia,GA,Commonwealth Care Alliance
Georgia,GA,Community Care
Georgia,GA,Community Health Options
Georgia,GA,Compass Rose Health Plan
Georgia,GA,CompDME
Georgia,GA,Connecticare
Georgia,GA,CONSOCIATE CARE
Georgia,GA,Continental Benefits
Georgia,GA,Cook County Health Plan
Georgia,GA,CoreSource
Georgia,GA,Coventry Health Care
Georgia,GA,CuraeChoice
Georgia,GA,Delta Health Systems
Georgia,GA,Deseret Mutual Benefit Administrators
Georgia,GA,Eagle Health Plan
Georgia,GA,EBMS
Georgia,GA,EBPA
Georgia,GA,Elderplan Claims
Georgia,GA,Emblem Health
Georgia,GA,Employer's Choice Network (ECN)
Georgia,GA,Employers Health Network
Georgia,GA,Eon Health Plan
Georgia,GA,Essence Healthcare
Georgia,GA,Exceedent
Georgia,GA,Fidelis Care
Georgia,GA,First Choice Health
Georgia,GA,Friday Health Plan
Georgia,GA,Galaxy Health Network
Georgia,GA,Gateway Health
Georgia,GA,GEHA
Georgia,GA,Geisinger
Georgia,GA,Georgia Health Advantage
Georgia,GA,Gilsbar
Georgia,GA,global excel management 
Georgia,GA,group health benefits
Georgia,GA,Group Health Eau Claire
Georgia,GA,Harbor Health Plan
Georgia,GA,Harvard Pilgrim
Georgia,GA,Health Care Partners
Georgia,GA,health eos
Georgia,GA,Health EZ
Georgia,GA,Health New England
Georgia,GA,Health One Alliance
Georgia,GA,Health Options
Georgia,GA,Health Partners
Georgia,GA,Health Payment Systems
Georgia,GA,Health Plan Services
Georgia,GA,Health Plans Inc
Georgia,GA,Health Scope
Georgia,GA,Health Smart
Georgia,GA,HealthComp
Georgia,GA,Healthcomp TPA
Georgia,GA,Healthgram
Georgia,GA,HealthLink
Georgia,GA,HealthOne
Georgia,GA,HealthSmart
Georgia,GA,"HealthSmart Preferred Care II, LP"
Georgia,GA,HFN
Georgia,GA,highlands
Georgia,GA,Homefirst MLTC c/o Elderplan
Georgia,GA,Homelink
Georgia,GA,Hudson Health Plan
Georgia,GA,Humana
Georgia,GA,Imagine 369
Georgia,GA,"immergrun, inc."
Georgia,GA,Independence BCBS
Georgia,GA,Independent Health
Georgia,GA,Independent Medical Systems
Georgia,GA,indequest
Georgia,GA,Industry Buying Group
Georgia,GA,Insurance Management Services
Georgia,GA,Integra
Georgia,GA,INTotal Health
Georgia,GA,InVentiv Health
Georgia,GA,IPMG
Georgia,GA,J.P. Farley Corporation
Georgia,GA,Kaiser
Georgia,GA,Kaiser Foundation Health Plan
Georgia,GA,Key Benefit Administrators
Georgia,GA,Keystone First
Georgia,GA,lakes area community healthplan
Georgia,GA,Lasso Healthcare
Georgia,GA,Lucent Health
Georgia,GA,Luminare
Georgia,GA,MAC Risk Management (Workers Comp)
Georgia,GA,Magellan
Georgia,GA,Magnacare
Georgia,GA,Mail Handlers
Georgia,GA,"Managed Care, Inc dba Galaxy Health Network"
Georgia,GA,Martin's Point
Georgia,GA,maxor provider network
Georgia,GA,mcm maxcare ppo
Georgia,GA,Medcorp Southwest Inc
Georgia,GA,MedCost
Georgia,GA,Medi-Share
Georgia,GA,Medica
Georgia,GA,Medicaid
Georgia,GA,"Medical Cost Containment Professionals, LLC (MCCP)"
Georgia,GA,medical resource
Georgia,GA,Medicare
Georgia,GA,Memorial Health Partners
Georgia,GA,Meridian Health Plan
Georgia,GA,Meritain Health
Georgia,GA,Methodist First Choice
Georgia,GA,MetroPlus
Georgia,GA,Midlands Choice
Georgia,GA,Midwest Health
Georgia,GA,MissionPoint
Georgia,GA,Moda Health
Georgia,GA,Molina
Georgia,GA,Mountain Health CO-OP
Georgia,GA,Multiplan-PHCS
Georgia,GA,Mutual Assurance Administrators
Georgia,GA,National Association of Letter Carriers
Georgia,GA,National Elevator Industry Health Benefits
Georgia,GA,Nippon Life Benefits
Georgia,GA,Northeast Georgia Health Partners
Georgia,GA,Nova Healthcare
Georgia,GA,NYSHIP
Georgia,GA,One Homecare Solutions
Georgia,GA,Onecall
Georgia,GA,Optum
Georgia,GA,Oscar GA-Commercial
Georgia,GA,Other
Georgia,GA,OWCA
Georgia,GA,Oxford Health Plans
Georgia,GA,Pacific Source Health Plans
Georgia,GA,Paradigm
Georgia,GA,Peach State Health Plan
Georgia,GA,Peach State Heath Plan
Georgia,GA,PeachState
Georgia,GA,Peachstate Health Plan
Georgia,GA,Performance Health
Georgia,GA,Piedmont Health Plan
Georgia,GA,Piedmont Healthcare
Georgia,GA,Pinnacle Assurance
Georgia,GA,PlanCare America
Georgia,GA,Porter County Government Employee Benefits
Georgia,GA,PPO Plus
Georgia,GA,Prairie States
Georgia,GA,Preferred Health Professionals
Georgia,GA,Preferred Medical Network
Georgia,GA,Preferred One
Georgia,GA,Premier Benefit Health Plan
Georgia,GA,Presbyterian Health Plan 
Georgia,GA,Priority Health
Georgia,GA,ProCare Rx
Georgia,GA,ProCare Rx RMS
Georgia,GA,PROVIDENCE HEALTH
Georgia,GA,Provider Network of America
Georgia,GA,Pruitt Health Premier
Georgia,GA,"PruittHealth Premier, Inc. & PruittHealth Premier of North Carolina, LLC"
Georgia,GA,QualChoice
Georgia,GA,Quartz
Georgia,GA,Railroad Medicare
Georgia,GA,Reserve National Insurance Company
Georgia,GA,ResourceOne Administrators
Georgia,GA,S & S Health
Georgia,GA,Samaritan
Georgia,GA,Sana Benefits
Georgia,GA,Sanford Health Plan
Georgia,GA,Scott & White Health Plan
Georgia,GA,Secure Health
Georgia,GA,Sedgwick
Georgia,GA,Select Administrative Services
Georgia,GA,Self Insured Services Company
Georgia,GA,Sentara Health Plans
Georgia,GA,Sentry Insurance
Georgia,GA,SIHO
Georgia,GA,SIX DEGREES HEALTH
Georgia,GA,SmartHealth
Georgia,GA,SMS National
Georgia,GA,Sound Health and Wellness
Georgia,GA,South Central Preferred
Georgia,GA,Starmark
Georgia,GA,State Medical Insurance Company
Georgia,GA,Taylor Benefit Resource
Georgia,GA,TCN- The Care Network
Georgia,GA,The American Worker
Georgia,GA,The American Worker (f.k.a Century Healthcare)
Georgia,GA,The Empire Plan
Georgia,GA,The Health Plan
Georgia,GA,Tricare
Georgia,GA,TriCare – East Region
Georgia,GA,Tricare East
Georgia,GA,Tricare Overseas
Georgia,GA,Trilogy
Georgia,GA,TRPN
Georgia,GA,Trustmark
Georgia,GA,Tufts Health Plan
Georgia,GA,Ucare
Georgia,GA,UHC ALL SAVERS
Georgia,GA,UHC Sharded Services
Georgia,GA,UHC SHARED SERVICES
Georgia,GA,UHC STUDENT RESOURCES
Georgia,GA,UHC SUREST
Georgia,GA,UHIS
Georgia,GA,UMR
Georgia,GA,UMWA Health & Retirement Funds
Georgia,GA,Unicare
Georgia,GA,United
Georgia,GA,United Healthcare
Georgia,GA,United Healthcare  Commercial and Medicare
Georgia,GA,United Healthcare All Savers
Georgia,GA,United Healthcare Medicaid
Georgia,GA,United Healthcare Shared Services
Georgia,GA,United Healthcare Student Rescources
Georgia,GA,United Healthcare StudentResources
Georgia,GA,United Student Resources
Georgia,GA,UPMC
Georgia,GA,US Family Health Plan
Georgia,GA,USA MANAGED CARE ORGANIZATIONS
Georgia,GA,Valenz
Georgia,GA,Valenz f.k.a United Claim Solutions (PPO Network)
Georgia,GA,WebTPA
Georgia,GA,Wellcare
Georgia,GA,WellFirst Health
Georgia,GA,WellMed
Georgia,GA,Wellpoint
Georgia,GA,World Trade Center
Georgia,GA,Zelis
Georgia,GA,Zellis
Georgia,GA,ZENITH ADMIN
Illinois,IL, Aetna Better Health
Illinois,IL,A&S Financial
Illinois,IL,Access Health Services - TPA
Illinois,IL,Advocate Health Centers
Illinois,IL,Aetna
Illinois,IL,Aetna Atlantic Health
Illinois,IL,Aetna National
Illinois,IL,Affiliated Physicians Medical Group
Illinois,IL,Affinity
Illinois,IL,All Savers Health Plans
Illinois,IL,Allegiance
Illinois,IL,Alliant Health
Illinois,IL,Allied Health Benefits
Illinois,IL,AllWays Health Partners
Illinois,IL,Alternative Insurance Resources
Illinois,IL,Ambetter 
Illinois,IL,AmBetter Commercial
Illinois,IL,AmeriBen
Illinois,IL,America's Choice Provider Network
Illinois,IL,American Healthcare Alliance
Illinois,IL,American PPO
Illinois,IL,AmeriHealth
Illinois,IL,Ametros
Illinois,IL,Ancillary Care Services
Illinois,IL,Anthem BCBCS
Illinois,IL,Anthem BCBS
Illinois,IL,Anthem Blue Cross Blue Shield
Illinois,IL,Anthem Medicaid
Illinois,IL,Arcbest Corporation
Illinois,IL,ASURIS
Illinois,IL,Atrio Health Plans
Illinois,IL,Badger Care
Illinois,IL,BCE Emergis
Illinois,IL,Beacon Health
Illinois,IL,Beech Street
Illinois,IL,Benefit Assistance Corp
Illinois,IL,Benefits Management Services
Illinois,IL,Blue Benefit Administrators
Illinois,IL,Blue Cross and Blue Shield of Illinois
Illinois,IL,Blue Cross Blue Shield
Illinois,IL,Bluegrass Family Health
Illinois,IL,BMI Benefits LLC
Illinois,IL,Boulder Admin
Illinois,IL,Brand New Day
Illinois,IL,Bright Health
Illinois,IL,Buckeye Community Health Plan
Illinois,IL,Campuscare
Illinois,IL,CareFirst BCBS
Illinois,IL,Careington International
Illinois,IL,Caresource
Illinois,IL,CAREVALENT GILSBAR
Illinois,IL,Cedar Valley Community Healthcare
Illinois,IL,Cedar Valley Hospice - Transportation
Illinois,IL,Centene 
Illinois,IL,Century Health Solutions
Illinois,IL,Cerner Health Plan
Illinois,IL,CHAMP VA
Illinois,IL,CHN Solutions
Illinois,IL,Choice Care Network
Illinois,IL,Cigna
Illinois,IL,Clear Spring Health
Illinois,IL,ClearPrice Networks
Illinois,IL,CMN Inc. Global
Illinois,IL,Coastal Care Services
Illinois,IL,Cofinity Health Benefits
Illinois,IL,Common Ground Health Care
Illinois,IL,Commonwealth Care Alliance
Illinois,IL,Community Care
Illinois,IL,Community Health Options
Illinois,IL,Community Partners Health Plan
Illinois,IL,Compass Rose Health Plan
Illinois,IL,CompDME
Illinois,IL,Connecticare
Illinois,IL,CONSOCIATE CARE
Illinois,IL,Consociate Health
Illinois,IL,Continental Benefits
Illinois,IL,Cook County Health Plan
Illinois,IL,CoreSource
Illinois,IL,CountyCare Health Plan
Illinois,IL,Coventry Health Care
Illinois,IL,CuraeChoice
Illinois,IL,Delta Health Systems
Illinois,IL,Deseret Mutual Benefit Administrators
Illinois,IL,"Dreyer Clinic, Inc."
Illinois,IL,Eagle Health Plan
Illinois,IL,EBMS
Illinois,IL,EBPA
Illinois,IL,Emblem Health
Illinois,IL,Empire BCBS
Illinois,IL,Employers Health Network
Illinois,IL,Essence Healthcare
Illinois,IL,Exceedent
Illinois,IL,Family Health Network
Illinois,IL,Fidelis Care
Illinois,IL,First Choice Health
Illinois,IL,Friday Health Plan
Illinois,IL,Galaxy Health Network
Illinois,IL,Gallagher Benefit Administrators
Illinois,IL,Gateway Health
Illinois,IL,GEHA
Illinois,IL,Geisinger
Illinois,IL,Gilsbar
Illinois,IL,global excel management 
Illinois,IL,Great Rivers Network
Illinois,IL,group health benefits
Illinois,IL,Group Health Eau Claire
Illinois,IL,Harbor Health Plan
Illinois,IL,Harmony Health Plan
Illinois,IL,Harvard Pilgrim
Illinois,IL,Health Alliance
Illinois,IL,Health Alliance Medical Plans
Illinois,IL,Health Alliance Plan
Illinois,IL,Health Care Partners
Illinois,IL,health eos
Illinois,IL,Health EZ
Illinois,IL,Health Marketing
Illinois,IL,Health New England
Illinois,IL,Health Options
Illinois,IL,Health Partners
Illinois,IL,Health Payment Systems
Illinois,IL,Health Plan Services
Illinois,IL,Health Plans Inc
Illinois,IL,Health Scope
Illinois,IL,Health Smart
Illinois,IL,Healthcare Finest Network
Illinois,IL,HealthComp
Illinois,IL,Healthcomp TPA
Illinois,IL,Healthgram
Illinois,IL,HealthLink
Illinois,IL,HealthSmart
Illinois,IL,"HealthSmart Preferred Care II, LP"
Illinois,IL,HealthSpring
Illinois,IL,HFN
Illinois,IL,highlands
Illinois,IL,Highmark BCBS
Illinois,IL,Hines and Associates
Illinois,IL,Homelink
Illinois,IL,Hope Trust - Health Options for Public Entities
Illinois,IL,Hudson Health Plan
Illinois,IL,Humana
Illinois,IL,Illini Care
Illinois,IL,IlliniCare Health
Illinois,IL,Illinois Blue Cross Blue Shield
Illinois,IL,Illinois Health and Family Services
Illinois,IL,Imagine 372
Illinois,IL,"immergrun, inc."
Illinois,IL,Independence BCBS
Illinois,IL,Independent Health
Illinois,IL,Independent Medical Systems
Illinois,IL,indequest
Illinois,IL,Insurance Management Services
Illinois,IL,Insurance Systems
Illinois,IL,Integra
Illinois,IL,Interplan
Illinois,IL,INTotal Health
Illinois,IL,IPMG
Illinois,IL,J.P. Farley Corporation
Illinois,IL,Key Benefit Administrators
Illinois,IL,Keystone First
Illinois,IL,lakes area community healthplan
Illinois,IL,Lasso Healthcare
Illinois,IL,Lawndale
Illinois,IL,Local 1546 Health and Welfare Fund
Illinois,IL,Longevity Health Plan
Illinois,IL,Lucent Health
Illinois,IL,Magellan
Illinois,IL,Magnacare
Illinois,IL,Mail Handlers
Illinois,IL,"Managed Care, Inc dba Galaxy Health Network"
Illinois,IL,Martin's Point
Illinois,IL,maxor provider network
Illinois,IL,mcm maxcare ppo
Illinois,IL,Medcorp Southwest Inc
Illinois,IL,MedCost
Illinois,IL,Medi-Share
Illinois,IL,Medica
Illinois,IL,Medicaid
Illinois,IL,Medicaid
Illinois,IL,Medicaid of Illinois - HealthChoice Illinois
Illinois,IL,"Medical Cost Containment Professionals, LLC (MCCP)"
Illinois,IL,Medical Mutual
Illinois,IL,medical resource
Illinois,IL,Medicare
Illinois,IL,Meridian Health Plan
Illinois,IL,Meritain Health
Illinois,IL,Methodist First Choice
Illinois,IL,MetroPlus
Illinois,IL,Metropolitan Chicago Health Associates
Illinois,IL,Midlands Choice
Illinois,IL,Midwest Health
Illinois,IL,MissionPoint
Illinois,IL,Moda Health
Illinois,IL,Molina
Illinois,IL,Mountain Health CO-OP
Illinois,IL,Multiplan-PHCS
Illinois,IL,Mutual Assurance Administrators
Illinois,IL,National Association of Letter Carriers
Illinois,IL,National Elevator Industry Health Benefits
Illinois,IL,Next Level Health
Illinois,IL,Nippon Life Benefits
Illinois,IL,Northern Illinois Health Plan
Illinois,IL,NYSHIP
Illinois,IL,One Homecare Solutions
Illinois,IL,Onecall
Illinois,IL,Optum
Illinois,IL,Optum Rx f.k.a. Catamaran
Illinois,IL,Other
Illinois,IL,OWCA
Illinois,IL,Oxford Health Plans
Illinois,IL,Pacific Source Health Plans
Illinois,IL,Paradigm
Illinois,IL,Partners in Health
Illinois,IL,PEF Clinic
Illinois,IL,Pekin Life Insurance Company
Illinois,IL,Performance Health
Illinois,IL,Piedmont Healthcare
Illinois,IL,Pinnacle Assurance
Illinois,IL,Porter County Government Employee Benefits
Illinois,IL,PPO Plus
Illinois,IL,Prairie States
Illinois,IL,Preferred Health Professionals
Illinois,IL,Preferred Medical Network
Illinois,IL,Preferred Network Access
Illinois,IL,Preferred One
Illinois,IL,Presbyterian Health Plan 
Illinois,IL,Priority Care Solutions as T/P/A for National Liability & Fire Insurance Company
Illinois,IL,Priority Health
Illinois,IL,PROVIDENCE HEALTH
Illinois,IL,Provider Network of America
Illinois,IL,Quad City Community
Illinois,IL,QualChoice
Illinois,IL,Quartz
Illinois,IL,Qubic
Illinois,IL,Regence BC/BS
Illinois,IL,Reserve National Insurance Company
Illinois,IL,ResourceOne Administrators
Illinois,IL,Resurrection Health Care Preferred
Illinois,IL,S & S Health
Illinois,IL,Samaritan
Illinois,IL,Sana Benefits
Illinois,IL,Sanford Health Plan
Illinois,IL,Scott & White Health Plan
Illinois,IL,Sedgwick
Illinois,IL,Select Administrative Services
Illinois,IL,Self Insured Services Company
Illinois,IL,Sentara Health Plans
Illinois,IL,Sentry Insurance
Illinois,IL,SIHO
Illinois,IL,SIX DEGREES HEALTH
Illinois,IL,SmartHealth
Illinois,IL,SMS National
Illinois,IL,Sound Health and Wellness
Illinois,IL,South Central Preferred
Illinois,IL,Southern Illinois Healthcare (SIH) Employee Benefits
Illinois,IL,St. James PHO
Illinois,IL,Starmark
Illinois,IL,Swedish Covenant Managed Care Alliance
Illinois,IL,The American Worker
Illinois,IL,The American Worker (f.k.a Century Healthcare)
Illinois,IL,The Empire Plan
Illinois,IL,The Health Plan
Illinois,IL,THE TPA
Illinois,IL,Tricare
Illinois,IL,Tricare East
Illinois,IL,Tricare Overseas
Illinois,IL,Trilogy
Illinois,IL,TRPN
Illinois,IL,Trustmark
Illinois,IL,Tufts Health Plan
Illinois,IL,Ucare
Illinois,IL,UHC ALL SAVERS
Illinois,IL,UHC SHARED SERVICES
Illinois,IL,UHC STUDENT RESOURCES
Illinois,IL,UHC SUREST
Illinois,IL,UHIS
Illinois,IL,UMR
Illinois,IL,UMWA Health & Retirement Funds
Illinois,IL,Unicare
Illinois,IL,Union Health Service
Illinois,IL,United
Illinois,IL,United Healthcare
Illinois,IL,United Healthcare  Commercial and Medicare
Illinois,IL,United Healthcare All Savers
Illinois,IL,United Healthcare Medicaid
Illinois,IL,United Healthcare Shared Services
Illinois,IL,United Healthcare StudentResources
Illinois,IL,United Student Resources
Illinois,IL,Universal Care
Illinois,IL,UPMC
Illinois,IL,US Family Health Plan
Illinois,IL,USA MANAGED CARE ORGANIZATIONS
Illinois,IL,Valenz
Illinois,IL,Valenz f.k.a United Claim Solutions (PPO Network)
Illinois,IL,WebTPA
Illinois,IL,Wellcare
Illinois,IL,WellFirst Health
Illinois,IL,Wellmark BCBS
Illinois,IL,WellMed
Illinois,IL,World Trade Center
Illinois,IL,YouthCare HealthChoice Illinois (f.k.a. Foster Care)
Illinois,IL,Zelis
Illinois,IL,ZENITH ADMIN
Illinois,IL,Zing Health
Louisiana,LA, Aetna Better Health
Louisiana,LA,A&S Financial
Louisiana,LA,Access Health Services - TPA
Louisiana,LA,Aetna
Louisiana,LA,Aetna Atlantic Health
Louisiana,LA,Aetna National
Louisiana,LA,Affinity
Louisiana,LA,All Savers Health Plans
Louisiana,LA,Allegiance
Louisiana,LA,Alliant Health
Louisiana,LA,Allied Health Benefits
Louisiana,LA,AllWays Health Partners
Louisiana,LA,Alternative Insurance Resources
Louisiana,LA,Ambetter 
Louisiana,LA,AmBetter Commercial
Louisiana,LA,AmeriBen
Louisiana,LA,America's Choice Provider Network
Louisiana,LA,American Health Advantage of Louisiana
Louisiana,LA,American Health Plans
Louisiana,LA,American Healthcare Alliance
Louisiana,LA,American PPO
Louisiana,LA,AmeriHealth
Louisiana,LA,Ametros
Louisiana,LA,Ancillary Care Services
Louisiana,LA,Anthem BCBCS
Louisiana,LA,Anthem BCBS
Louisiana,LA,Anthem Blue Cross Blue Shield
Louisiana,LA,Anthem Medicaid
Louisiana,LA,Arcbest Corporation
Louisiana,LA,ASURIS
Louisiana,LA,Atrio Health Plans
Louisiana,LA,Badger Care
Louisiana,LA,BCE Emergis
Louisiana,LA,Beacon Health
Louisiana,LA,Beech Street
Louisiana,LA,Benefit Assistance Corp
Louisiana,LA,BestCare Network
Louisiana,LA,Blue Benefit Administrators
Louisiana,LA,Blue Cross Blue Shield
Louisiana,LA,Bluegrass Family Health
Louisiana,LA,BMI Benefits LLC
Louisiana,LA,Boulder Admin
Louisiana,LA,Buckeye Community Health Plan
Louisiana,LA,CareFirst BCBS
Louisiana,LA,Careington International
Louisiana,LA,Caresource
Louisiana,LA,CAREVALENT GILSBAR
Louisiana,LA,Cedar Valley Community Healthcare
Louisiana,LA,Cedar Valley Hospice - Transportation
Louisiana,LA,Centene 
Louisiana,LA,Century Health Solutions
Louisiana,LA,Cerner Health Plan
Louisiana,LA,CHAMP VA
Louisiana,LA,CHN Solutions
Louisiana,LA,Choice Care Network
Louisiana,LA,Christus Health Plan
Louisiana,LA,Cigna
Louisiana,LA,ClearPrice Networks
Louisiana,LA,CMN Inc. Global
Louisiana,LA,Coastal Care Services
Louisiana,LA,Cofinity Health Benefits
Louisiana,LA,Common Ground Health Care
Louisiana,LA,Commonwealth Care Alliance
Louisiana,LA,Community Care
Louisiana,LA,Community Health Options
Louisiana,LA,Compass Rose Health Plan
Louisiana,LA,CompDME
Louisiana,LA,Connecticare
Louisiana,LA,CONSOCIATE CARE
Louisiana,LA,Continental Benefits
Louisiana,LA,Cook County Health Plan
Louisiana,LA,CoreSource
